frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1081,951.0,[2322.473208479021 1234.3942354862795 2874.1409045589517 1710.1769145902902],[2508.255859375 1547.1650390625 2681.548583984375 1629.5625],0.5871677398681641,0,0
1082,532.0,[909.4419165844988 1312.558950737484 1564.3625686401547 1916.0065509069366],[1137.1842041015625 1688.76708984375 1329.5057373046875 1779.6943359375],0.6740613579750061,0,0
1082,951.0,[2322.428209100927 1235.5361435654072 2873.8811786491747 1712.217914382023],[2511.14013671875 1548.531005859375 2683.069580078125 1629.91845703125],0.5769733190536499,0,0
1082,589.0,[2988.979141666854 965.3275448260235 3475.710262460322 1369.4116089798947],[3164.57080078125 1210.6351318359375 3302.80517578125 1286.71875],0.27575019001960754,0,0
1083,532.0,[907.5051414464855 1315.745882563985 1562.1317484370543 1921.4804106421002],[1142.2601318359375 1689.7802734375 1330.6337890625 1786.671630859375],0.679638147354126,AK64DMV,0.6358477253345522
1083,951.0,[2321.6354944720606 1233.118541280783 2871.6402262704496 1713.5415559495748],[2511.454833984375 1548.1966552734375 2683.25244140625 1631.892333984375],0.595228374004364,EF30DZT,0.12432159405250494
1083,589.0,[2991.1908574115923 968.7396125866971 3479.662654080689 1371.8393843830345],[3166.174072265625 1195.4588623046875 3323.455810546875 1290.9119873046875],0.26437756419181824,0,0
1084,532.0,[905.966064211249 1316.042003131438 1561.3463937052993 1924.8156619012434],[1133.8568115234375 1688.5770263671875 1331.121826171875 1787.5938720703125],0.7125815153121948,AK64DMV,0.6838477415124989
1084,951.0,[2323.202256631596 1237.0920275006124 2873.1210205961547 1717.4506498364954],[2509.548095703125 1549.7061767578125 2682.124755859375 1635.9942626953125],0.5700639486312866,0,0
1085,532.0,[903.4273578777581 1318.8579246322863 1560.8866828302896 1929.1634540573266],[1128.7994384765625 1690.5494384765625 1331.5703125 1790.9263916015625],0.6917998194694519,AK64DHV,0.37018123399920955
1085,951.0,[2323.892351896335 1239.9567045089882 2873.5265475371875 1721.0205699625992],[2515.509521484375 1549.318359375 2688.213134765625 1639.610595703125],0.6214518547058105,0,0
1085,589.0,[2993.420077595142 972.5830308350621 3480.8752134012684 1375.2022566188773],[3188.470458984375 1194.408935546875 3316.352783203125 1279.10546875],0.3335498571395874,0,0
1086,532.0,[901.1719114134984 1321.1484756235568 1560.3125554848375 1932.2420074565998],[1126.104736328125 1697.1484375 1333.16357421875 1799.9892578125],0.6779658198356628,AK64DMV,0.3284812100344096
1086,951.0,[2323.7411450001246 1244.6792057258992 2872.9537909285236 1726.0502989723257],[2513.92578125 1549.77978515625 2688.525390625 1645.226806640625],0.6102611422538757,0,0
1087,532.0,[901.1662791912818 1324.5017060411233 1563.4126310308998 1936.875596142649],[1126.0740966796875 1697.0980224609375 1333.1533203125 1800.0230712890625],0.6778350472450256,AK64DMV,0.3284812100344096
1087,951.0,[2323.825459798639 1246.3440238094886 2872.7569106091005 1728.0199606011556],[2513.91162109375 1549.7340087890625 2688.544189453125 1645.2586669921875],0.6096026301383972,0,0
1088,532.0,[901.3695916163026 1323.6844675940692 1562.9070216879688 1936.2403297478263],[1131.079833984375 1701.239990234375 1333.542724609375 1801.0087890625],0.6754855513572693,0,0
1088,951.0,[2325.4060123781373 1248.7566394427815 2875.559775540006 1730.1350317608265],[2517.252197265625 1559.0797119140625 2685.955322265625 1650.3929443359375],0.5895043015480042,EF10DZT,0.18717860113037926
1089,532.0,[899.3513646852543 1323.7796072448855 1561.1414481098118 1936.427842374695],[1130.0401611328125 1699.818603515625 1328.767822265625 1800.281982421875],0.6857643127441406,AK64DMV,0.64651568666905
1089,951.0,[2327.0406989110975 1250.331470045326 2878.654030467495 1731.6344967210482],[2516.46728515625 1558.5655517578125 2686.7783203125 1646.945068359375],0.5518223643302917,0,0
1090,532.0,[898.5231612825676 1325.313388593639 1561.297697807969 1938.5115671403255],[1129.310546875 1705.669189453125 1327.79248046875 1800.24609375],0.6474143266677856,AK64DMV,0.6091856918513328
1090,951.0,[2326.316364329312 1252.5313485351392 2877.212122543874 1735.1039135420672],[2520.841796875 1564.6241455078125 2686.578857421875 1649.953125],0.5558371543884277,0,0
1091,532.0,[896.5066432793942 1327.163716542039 1559.7999057183592 1942.2633492180682],[1125.052978515625 1715.3759765625 1324.6727294921875 1807.950439453125],0.648221492767334,AK64DMV,0.6378412060220898
1091,951.0,[2326.6959677950053 1257.2683620538317 2876.5768845717084 1740.8478348873352],[2518.4619140625 1562.1939697265625 2687.453125 1650.1336669921875],0.5555261373519897,0,0
1091,589.0,[2998.103461759622 974.562083504209 3494.2963385666376 1384.6949068982735],[3188.2822265625 1217.6580810546875 3333.160400390625 1311.766357421875],0.37364280223846436,0,0
1092,532.0,[893.7054949463768 1330.4703855540924 1558.676378945011 1947.1614810684882],[1126.527587890625 1717.921875 1325.9072265625 1814.2763671875],0.6676377654075623,0,0
1092,951.0,[2328.4377306149554 1260.4048486020192 2879.44253585736 1743.4777325164364],[2515.375 1564.2623291015625 2686.07568359375 1655.3726806640625],0.5522763133049011,EF10DZT,0.5950073201419865
1093,532.0,[892.7210683096575 1331.3403973475436 1558.7659113994994 1949.1274039146708],[1126.5523681640625 1717.9669189453125 1325.869384765625 1814.219970703125],0.6676604151725769,0,0
1093,951.0,[2328.9529981386095 1261.6734755830341 2880.9315988381677 1744.5561551007247],[2515.34228515625 1564.26318359375 2686.13427734375 1655.412841796875],0.5523765683174133,EF10DZT,0.5950073201419865
1094,532.0,[892.4271791777144 1333.3387848588 1559.782197748542 1952.3733692868163],[1125.8199462890625 1717.364501953125 1325.333984375 1814.3935546875],0.6862973570823669,0,0
1094,951.0,[2329.595379228608 1262.7277633041913 2884.7827352614377 1746.0845353462369],[2514.99462890625 1570.304443359375 2687.880615234375 1660.16015625],0.5637504458427429,EF10DZT,0.23805490481953842
1095,532.0,[886.8440132487303 1334.9366029897565 1558.28868563669 1955.6490448566337],[1125.09912109375 1722.365478515625 1326.020751953125 1821.882568359375],0.7030748128890991,0,0
1095,951.0,[2329.8825490036697 1264.5611651382853 2885.8522323745274 1748.867118845815],[2513.7841796875 1573.667724609375 2687.8330078125 1657.114013671875],0.5658681392669678,0,0
1096,532.0,[885.8721261874534 1338.138263031613 1557.9022527120787 1960.553366997252],[1127.241943359375 1727.653564453125 1322.1104736328125 1824.5445556640625],0.7028166055679321,0,0
1096,951.0,[2328.358347340201 1267.4530679249833 2884.5447373915645 1751.6790332974952],[2509.579833984375 1578.21484375 2686.7431640625 1661.791015625],0.597183346748352,EF10DZZ,0.26010313764012355
1097,532.0,[880.4312436458179 1339.1785585611485 1556.8290922925228 1963.185436097049],[1122.9036865234375 1727.99853515625 1320.5491943359375 1824.64306640625],0.7091574668884277,0,0
1097,951.0,[2329.6287180175123 1269.1269202750293 2887.6319260688906 1754.3000076299784],[2513.8857421875 1579.329833984375 2693.33154296875 1665.185791015625],0.6216214299201965,0,0
1098,532.0,[883.2950834187754 1343.2875933282185 1559.3800397374062 1968.6972291746179],[1120.3992919921875 1726.2550048828125 1321.77685546875 1822.4322509765625],0.7070775032043457,0,0
1098,951.0,[2329.998759085853 1270.8883149320852 2889.8629571252627 1757.558257373192],[2516.105712890625 1579.970947265625 2694.608642578125 1668.29736328125],0.6388205289840698,EF10DZT,0.2338878303264096
1099,532.0,[884.3614326248958 1344.6327586242248 1560.2050670013723 1971.1977095848695],[1120.4031982421875 1726.2564697265625 1321.8546142578125 1822.4619140625],0.7073908448219299,0,0
1099,951.0,[2329.814413629952 1271.3507518173371 2891.0310542129723 1759.0127304608789],[2516.09228515625 1579.927978515625 2694.65869140625 1668.3056640625],0.6395261287689209,EF10DZT,0.328289513815875
1100,532.0,[880.9561704481858 1346.057083967826 1558.4481100215398 1974.0978056516844],[1113.94189453125 1731.55810546875 1321.5142822265625 1828.3740234375],0.6749748587608337,AK64DMV,0.8612137489081015
1100,951.0,[2329.9682309007467 1273.355636878963 2892.0779214759996 1761.5221815789284],[2519.81201171875 1584.304931640625 2693.076171875 1669.879638671875],0.6185990571975708,0,0
1101,532.0,[877.8914170058554 1349.4730230278665 1556.8728650909018 1978.3047720811433],[1118.60400390625 1733.70703125 1318.8564453125 1834.155029296875],0.6860377788543701,0,0
1101,951.0,[2330.0293886443637 1274.472515387506 2894.0911789258566 1763.9482458800735],[2514.016845703125 1583.9892578125 2691.076904296875 1672.397705078125],0.6262795329093933,0,0
1102,532.0,[876.5643874349603 1351.9070600307373 1556.5488184742403 1982.0296960863752],[1113.607421875 1735.227294921875 1321.101318359375 1836.323486328125],0.6910760402679443,AK64DMV,0.6530830139454454
1102,951.0,[2329.152573485322 1275.073134582609 2894.6564200974744 1765.7106007937953],[2516.802978515625 1588.326416015625 2692.22021484375 1677.02197265625],0.653950035572052,EF10DZT,0.6808311033043485
1103,532.0,[878.7290602764607 1354.7413246291655 1556.8098420042224 1985.5000250260748],[1112.96923828125 1739.4891357421875 1325.940185546875 1842.3629150390625],0.6681418418884277,0,0
1103,951.0,[2328.2230153001833 1275.1354920870428 2894.854892854761 1767.7791434845828],[2519.641357421875 1590.1226806640625 2692.564697265625 1675.9998779296875],0.6489123702049255,EF10DZT,0.3068254854787973
1104,532.0,[879.6487732340939 1357.4931257714964 1556.5189706783153 1988.7078376150505],[1106.8780517578125 1737.146484375 1318.85595703125 1849.71533203125],0.654110848903656,AK64DMV,0.8322760843884368
1104,951.0,[2328.5961997279137 1274.1671329916685 2896.474416724923 1769.8633720441912],[2522.90478515625 1595.71728515625 2693.50341796875 1679.945068359375],0.6379432678222656,EF10DZT,0.8146105678538157
1104,589.0,[3018.5041136802056 991.3283886644532 3525.06102468071 1413.0034371355487],[3229.453125 1253.93603515625 3358.59814453125 1330.472412109375],0.30572646856307983,0,0
1105,532.0,[879.9165006148382 1358.6121616845137 1556.053821482421 1990.410683134364],[1106.93310546875 1737.3057861328125 1318.693359375 1849.5970458984375],0.652131974697113,AK64DMV,0.8322760843884368
1105,951.0,[2328.450502785063 1273.1729570549892 2897.2184568033463 1771.0897323872719],[2522.977294921875 1595.788818359375 2693.408203125 1679.903564453125],0.6380401253700256,EF10DZT,0.8146105678538157
1105,589.0,[3019.1517337172277 990.9336153195483 3526.0568423885766 1414.2593291258486],[3229.798095703125 1254.09375 3358.563720703125 1330.41064453125],0.3105333745479584,0,0
1106,951.0,[2327.363923899996 1275.3745336316886 2896.398252893343 1774.7575620357773],[2516.83203125 1596.050048828125 2691.804931640625 1682.423095703125],0.6532934308052063,EF10DZT,0.8467924479619756
1106,532.0,[878.4683732454727 1360.2559958596992 1554.1226506929129 1992.3021125477055],[1113.318603515625 1752.608642578125 1311.275390625 1846.295654296875],0.649632453918457,AK64OMV,0.8025076304821728
1106,589.0,[3019.1826012534957 995.2519271987898 3526.7242278983795 1417.270577690008],[3229.837646484375 1253.18115234375 3365.874755859375 1333.75146484375],0.3888843059539795,0,0
1107,951.0,[2327.983846101072 1278.3500376570892 2895.476877450035 1779.6219403795776],[2515.4609375 1597.2498779296875 2691.8271484375 1686.1160888671875],0.6562808156013489,EF10DZT,0.5304748565175642
1107,532.0,[877.6631560648079 1363.4588862766461 1553.6238363963716 1995.0325094001125],[1117.4141845703125 1755.3123779296875 1313.2384033203125 1845.491455078125],0.6438020467758179,AK64DMV,0.6750356256122357
1108,951.0,[2327.061421715315 1280.5748245009001 2894.5235175170756 1784.7878926482288],[2517.928466796875 1598.350341796875 2694.50341796875 1687.612060546875],0.6691173911094666,0,0
1108,532.0,[880.029047444568 1366.9683512875306 1555.647989794497 1998.4856172067118],[1108.780517578125 1761.137939453125 1306.5875244140625 1851.661865234375],0.654321551322937,AK64DMV,0.7521124913603466
1109,532.0,[877.5816419824024 1369.4723172853996 1554.0638151613762 2001.0089771869675],[1110.6407470703125 1769.1654052734375 1308.5557861328125 1857.6317138671875],0.657710611820221,AK64DMV,0.5407176160677694
1109,951.0,[2328.3764041719232 1282.2992751545546 2895.2246625011776 1787.8952733850244],[2519.213134765625 1601.5257568359375 2695.4228515625 1690.6021728515625],0.6481819152832031,0,0
1110,532.0,[877.0862794243928 1371.2620006472932 1552.9593567266072 2004.1775444443176],[1106.723388671875 1765.248779296875 1306.345947265625 1856.31005859375],0.6726549863815308,0,0
1110,951.0,[2329.8900354084285 1285.3803802485095 2895.528201007059 1791.1027967953542],[2519.852294921875 1610.243408203125 2693.248779296875 1699.675048828125],0.6178522706031799,0,0
1111,532.0,[877.0843650643519 1371.496670604612 1552.5844215173174 2005.420908000608],[1106.765380859375 1765.222412109375 1306.3583984375 1856.31591796875],0.6728095412254333,0,0
1111,951.0,[2330.6738795464844 1286.4895329192786 2895.458101125296 1792.3892340039288],[2519.884765625 1610.2950439453125 2693.24365234375 1699.7054443359375],0.6174788475036621,0,0
1112,532.0,[874.4015355981848 1372.7497999914297 1550.4416157181204 2007.6864550087655],[1105.217529296875 1768.1341552734375 1309.073974609375 1860.8778076171875],0.6761767268180847,AK64DMV,0.6513584488202443
1112,951.0,[2330.589123309886 1286.953383988256 2894.337037877442 1794.0057895166842],[2513.8193359375 1609.5260009765625 2689.92236328125 1699.2374267578125],0.624701201915741,EF10DZT,0.6041106314519668
1113,532.0,[871.6493871595196 1375.8519875306738 1549.7558222705213 2011.3521003811989],[1105.25146484375 1773.1849365234375 1306.665771484375 1870.4329833984375],0.6837953329086304,AK64DMV,0.43322159622991907
1113,951.0,[2330.509063687747 1288.4120747081554 2893.614050577105 1795.591586009317],[2522.731201171875 1612.684814453125 2691.64453125 1699.955322265625],0.6185439825057983,0,0
1114,532.0,[866.7488269138528 1378.298753709265 1546.515410892276 2014.5259578887662],[1105.8160400390625 1777.5853271484375 1304.331787109375 1871.5594482421875],0.6920869946479797,AK64DMV,0.7079882668822924
1114,951.0,[2331.171876086191 1292.1080441991896 2896.7808588514267 1799.2611499550364],[2523.73681640625 1612.6552734375 2692.675048828125 1701.864990234375],0.6303074359893799,0,0
1115,532.0,[862.1793626345677 1383.1134124462242 1544.4545837573903 2020.5268603136888],[1106.498291015625 1777.86865234375 1304.832275390625 1871.1279296875],0.6783227920532227,0,0
1115,951.0,[2331.1686722773447 1293.5542306690927 2898.9814288608886 1801.451684112747],[2528.94482421875 1617.046142578125 2697.44140625 1702.738037109375],0.6010309457778931,0,0
1116,532.0,[859.490242730157 1385.6394110857227 1543.7674377631781 2024.0893168539055],[1097.42138671875 1787.401611328125 1299.428955078125 1878.4189453125],0.650260865688324,0,0
1116,951.0,[2332.1372162634125 1296.877087617053 2903.2114394092114 1804.3272330867894],[2526.9814453125 1621.33984375 2697.885498046875 1705.12841796875],0.6279621124267578,0,0
1117,532.0,[857.9275871067539 1386.316502522518 1543.6261902485858 2025.5723196901363],[1097.3660888671875 1787.31884765625 1299.4808349609375 1878.47607421875],0.6501959562301636,0,0
1117,951.0,[2331.9215934757904 1298.1428252156977 2905.261494240851 1805.2421115187078],[2526.9375 1621.3355712890625 2697.932373046875 1705.1041259765625],0.6276760101318359,0,0
1118,532.0,[858.5405774163855 1388.727540590256 1543.4844253847086 2028.2782820492826],[1105.151611328125 1788.588134765625 1302.4615478515625 1883.30859375],0.6770625710487366,0,0
1118,951.0,[2331.638168733827 1298.046791210056 2906.0058692431066 1805.981755630173],[2524.8310546875 1622.3939208984375 2700.52490234375 1709.7550048828125],0.6337441802024841,0,0
1119,532.0,[857.9704184386758 1391.6388158879274 1543.586139443407 2031.7488776268722],[1098.680908203125 1786.840576171875 1300.3056640625 1885.1982421875],0.691845715045929,AK64DMV,0.5593368132802505
1119,951.0,[2329.7157422879573 1301.9963883679004 2902.6304600794174 1808.2783990282044],[2528.3505859375 1626.298095703125 2705.8984375 1713.062255859375],0.6235078573226929,0,0
1120,532.0,[857.5069008952389 1393.9014940349575 1542.7397472011764 2033.596426066786],[1100.035888671875 1794.26904296875 1296.393798828125 1892.271484375],0.6812745332717896,AK64DMV,0.5340463655966432
1120,951.0,[2329.609219295627 1305.2209694807846 2901.949735975483 1809.916045320422],[2529.75927734375 1626.5277099609375 2709.33154296875 1714.1949462890625],0.6212274432182312,EF30DZT,0.3246680084882918
1121,532.0,[857.2595690783569 1395.4495901059695 1542.337049681933 2036.844257664758],[1097.7412109375 1798.513427734375 1298.4091796875 1897.11083984375],0.6747468113899231,AK64DMV,0.7208769640625045
1121,951.0,[2330.9547375959137 1308.0357055041193 2906.9890509803226 1811.6003896467034],[2528.43359375 1632.166259765625 2707.840576171875 1719.299560546875],0.6079977750778198,0,0
1122,532.0,[856.0085675332739 1397.8956237982702 1541.6216701077142 2040.9427584375826],[1095.737060546875 1798.2447509765625 1295.72265625 1895.5294189453125],0.6760601997375488,AK64DMV,0.41434296336958204
1122,951.0,[2329.500398368713 1310.862483765753 2904.932550698447 1812.9156004996498],[2523.8349609375 1632.07177734375 2709.75048828125 1722.4866943359375],0.6205061674118042,EF10DZT,0.39890335303704416
1123,532.0,[855.4513625900026 1398.4671279673255 1541.5031712949844 2042.7578610931266],[1095.758544921875 1798.30517578125 1295.757080078125 1895.5286865234375],0.6763899326324463,AK64DMV,0.41434296336958204
1123,951.0,[2329.0596161898056 1312.0761087430756 2903.9729318792106 1813.0340704900536],[2524.02294921875 1632.1746826171875 2709.73291015625 1722.4493408203125],0.6210959553718567,EF10DZT,0.3235211636384092
1124,532.0,[854.1575965825955 1399.2219273879036 1538.933815698228 2045.4625277758532],[1095.612548828125 1799.2093505859375 1298.7236328125 1897.5677490234375],0.6998263001441956,AK64DMV,0.637196821694242
1124,951.0,[2330.371492479495 1314.7313836389467 2906.3905854657924 1814.1720336600483],[2528.06591796875 1634.3408203125 2710.35107421875 1725.084228515625],0.6391905546188354,0,0
1125,532.0,[852.2520450753261 1402.0884588614972 1536.8264423236776 2049.342004689429],[1091.316650390625 1805.8538818359375 1303.20703125 1907.5440673828125],0.6979861855506897,AK64DMV,0.5937953700929052
1125,951.0,[2330.7566548196087 1317.3103417273273 2907.5232542838735 1817.1692063939],[2525.603515625 1633.37109375 2707.50390625 1725.435791015625],0.6402091383934021,0,0
1126,532.0,[852.7534646791023 1405.0693669204516 1536.65208855534 2052.8426667168114],[1090.790283203125 1809.329345703125 1301.190185546875 1908.728515625],0.6917202472686768,AK64DMV,0.6719685466957768
1126,951.0,[2331.2501139057067 1319.4043995317872 2910.0002444483725 1821.3311872455863],[2529.22802734375 1638.95751953125 2711.295166015625 1729.647705078125],0.6454748511314392,0,0
1127,532.0,[851.0706445541923 1408.502914426163 1536.522020946472 2057.2737484872237],[1089.95849609375 1811.5341796875 1299.47265625 1912.333740234375],0.6976849436759949,AK64DMV,0.7490535161580464
1127,951.0,[2331.0674201953316 1322.014345576483 2910.9651638357973 1825.8593368214222],[2524.23974609375 1640.7894287109375 2711.796875 1733.9051513671875],0.6472956538200378,0,0
1128,532.0,[850.5618110564319 1411.7081693602206 1537.6532506794106 2061.6414911604625],[1088.713134765625 1821.5145263671875 1294.90234375 1917.9964599609375],0.6804012060165405,AK64DMV,0.43419180085975345
1128,951.0,[2331.51622818119 1322.4987662949638 2914.5551141394135 1829.9755290903713],[2524.7109375 1641.429443359375 2712.70166015625 1737.234130859375],0.6543826460838318,0,0
1129,532.0,[850.1087589710564 1412.6458806384646 1538.3545617880745 2063.6152379554887],[1088.7476806640625 1821.46728515625 1294.86181640625 1918.00927734375],0.6809818148612976,AK64DMV,0.43419180085975345
1129,951.0,[2330.8710602987967 1321.987733432108 2915.836019816208 1832.1733156571997],[2524.859619140625 1641.59326171875 2712.845947265625 1737.28857421875],0.653555691242218,0,0
1130,532.0,[848.8215610911886 1415.121759806549 1539.4091563665254 2067.72063799883],[1090.4354248046875 1823.0833740234375 1296.1085205078125 1919.4151611328125],0.7022252678871155,AK64DMV,0.48413208278807873
1130,951.0,[2330.877225088363 1322.2495575331245 2917.7039268409726 1834.6776899293473],[2527.91064453125 1643.08203125 2716.53466796875 1739.23583984375],0.6490989327430725,0,0
1131,532.0,[847.9802912200693 1419.518969990249 1541.244244042433 2073.5829863202716],[1086.35595703125 1824.924072265625 1294.3311767578125 1919.718994140625],0.7006466388702393,AK64DMV,0.5113531456539967
1131,951.0,[2331.2952821236217 1322.2977024249917 2919.9830059277433 1837.3174456490237],[2529.288818359375 1648.4549560546875 2717.191650390625 1743.2947998046875],0.632366418838501,EF10DZT,0.6604337581121452
1132,532.0,[846.1163830994942 1422.1347394671043 1543.3819702030037 2077.9663464424584],[1080.748291015625 1829.236083984375 1293.402099609375 1925.836669921875],0.6828703880310059,AK64DMV,0.690634067560594
1132,951.0,[2330.993345307295 1323.015189997997 2919.237590939972 1840.1936854003739],[2527.35986328125 1651.541259765625 2718.0107421875 1747.248291015625],0.6237737536430359,EF10DZT,0.5826383696116592
1133,532.0,[842.5224093956926 1424.4219141898627 1540.7170117196051 2081.5417469957797],[1077.0985107421875 1829.62939453125 1292.5565185546875 1928.54736328125],0.6848519444465637,AK64DMV,0.9241688690158751
1133,951.0,[2330.7679594736687 1323.3049814065312 2917.7508835175 1843.163017683898],[2527.77392578125 1652.686767578125 2718.170654296875 1748.99169921875],0.6200218796730042,0,0
1134,532.0,[842.3332638396562 1426.9108373230788 1542.5680868383663 2085.490794971351],[1079.05126953125 1831.8388671875 1286.680908203125 1933.003173828125],0.7030664682388306,AK64DMV,0.5505299978811892
1134,951.0,[2332.180102339692 1319.0689675589801 2919.028603640997 1844.5465412706385],[2533.82421875 1654.3076171875 2719.66357421875 1751.027099609375],0.6290665864944458,0,0
1135,532.0,[842.0547933039315 1427.4090091132034 1543.6733058723394 2086.962037481716],[1079.02099609375 1831.87353515625 1286.595947265625 1933.04296875],0.7029274702072144,AK64DMV,0.4076891717943001
1135,951.0,[2332.627793474237 1316.7842670324496 2919.141261728893 1846.143020911484],[2533.787109375 1654.2960205078125 2719.66259765625 1750.9976806640625],0.6290476322174072,0,0
1136,532.0,[838.410478309474 1429.1968609522035 1541.0748305682582 2090.4489175981716],[1076.4737548828125 1834.0426025390625 1291.78271484375 1939.2952880859375],0.6978718042373657,AK64DMV,0.5350255371171354
1136,951.0,[2333.956895136234 1319.7547492856243 2920.4171636581473 1851.4229734280716],[2532.450927734375 1656.370849609375 2723.198974609375 1752.974609375],0.6413164138793945,0,0
1136,589.0,[3054.984841231495 1039.7843922308602 3585.568422421864 1476.8957811784298],[3325.6923828125 1291.394775390625 3418.63720703125 1368.3377685546875],0.2755654752254486,0,0
1137,532.0,[835.600480775535 1430.1120682126257 1537.3630151002153 2092.9498831555206],[1075.950439453125 1839.500732421875 1281.6859130859375 1941.912841796875],0.6958345770835876,AK64DMV,0.1903680077644958
1137,951.0,[2334.8577578810005 1321.0785473841117 2922.231225216064 1854.782085323858],[2533.966552734375 1663.0458984375 2721.4501953125 1756.798095703125],0.5972055196762085,EF10DZT,0.2603606773880311
1138,532.0,[832.914106453737 1432.8244543786955 1535.5794678724315 2096.2610299032417],[1078.6357421875 1841.132080078125 1286.125 1944.22705078125],0.6801305413246155,AK64DMV,0.8361312712244523
1138,951.0,[2335.0374014056524 1322.8996608054704 2922.9955235449843 1858.7920843065472],[2530.83154296875 1669.4586181640625 2722.781494140625 1760.4327392578125],0.6203521490097046,0,0
1138,589.0,[3058.838696228173 1042.5109842463364 3594.0901719829835 1480.582108240502],[3331.606201171875 1291.75439453125 3427.704345703125 1374.7335205078125],0.30909448862075806,0,0
1139,532.0,[834.1164100533533 1436.3626900310173 1534.9232974219667 2099.2033559403567],[1075.59033203125 1847.7645263671875 1287.532958984375 1949.0518798828125],0.6872480511665344,AK64DMV,0.9362255251721788
1139,951.0,[2336.7772175676228 1323.4639411107837 2927.4329714051773 1861.176656642518],[2533.512939453125 1676.7366943359375 2723.751220703125 1759.7032470703125],0.5951676964759827,EF10OZT,0.153064281615377
1139,589.0,[3059.8651670198697 1047.1506167560904 3596.9493016529477 1484.202268448567],[3275.168701171875 1291.958984375 3421.109619140625 1383.1053466796875],0.34295886754989624,0,0
1140,532.0,[835.3755452840045 1440.6176410352587 1535.1156866811716 2102.5831366302345],[1071.378662109375 1857.175048828125 1283.8802490234375 1954.505859375],0.6739201545715332,AK64DMV,0.8555048829956721
1140,951.0,[2335.352843007701 1331.626493703194 2926.644655468613 1866.169378199799],[2535.306396484375 1675.115234375 2726.0986328125 1764.00244140625],0.6023131012916565,0,0
1141,532.0,[835.9954384366872 1442.3151535190864 1534.9672661254183 2103.67066000157],[1071.40380859375 1857.1241455078125 1283.880126953125 1954.5098876953125],0.6740148067474365,AK64DMV,0.8050562808830183
1141,951.0,[2334.706020390706 1335.1186860461726 2926.5127572456267 1867.2628089853924],[2535.2919921875 1675.0872802734375 2726.1953125 1763.9996337890625],0.6018747091293335,0,0
1142,532.0,[835.0858563510174 1444.4768601610408 1533.4529942125914 2107.463353395752],[1078.10595703125 1859.8787841796875 1282.361572265625 1956.2896728515625],0.6868605017662048,AK64DMV,0.5254968755842327
1142,951.0,[2333.064056365773 1336.714401882752 2925.102666988492 1866.9804868756933],[2538.525390625 1680.175537109375 2725.5810546875 1768.377197265625],0.6004826426506042,0,0
1142,589.0,[3063.2444785383373 1043.4819872400724 3603.6109401858507 1484.965920883629],[3282.829833984375 1320.524658203125 3428.8505859375 1410.702392578125],0.3879874050617218,0,0
1143,532.0,[834.190268001083 1446.3140166798544 1533.2722211235082 2111.2136163723744],[1075.366455078125 1862.824951171875 1282.775146484375 1959.580810546875],0.6803331971168518,AK64DMV,0.7671203043153566
1143,951.0,[2335.253635333037 1338.3328821711655 2929.1198364498396 1868.3316331444155],[2538.68359375 1680.094970703125 2726.10107421875 1774.28515625],0.6407941579818726,0,0
1143,589.0,[3065.973036551967 1050.187906403023 3605.5887866845596 1489.5983958768418],[3278.197265625 1303.509521484375 3444.4130859375 1401.69482421875],0.2717004120349884,0,0
1144,532.0,[832.2490968924862 1449.614851657016 1532.5745203684437 2114.8484883218443],[1071.692138671875 1869.0406494140625 1282.8486328125 1967.7279052734375],0.7029151916503906,AK64DMV,0.5627669176737736
1144,951.0,[2332.888939695754 1348.4363757432213 2925.5841267388123 1874.0883040996712],[2536.91796875 1681.491943359375 2726.046875 1773.920654296875],0.6535688042640686,0,0
1144,589.0,[3068.6211278520145 1053.9412896354086 3606.3054093087962 1492.9192118943827],[3287.161376953125 1303.616455078125 3441.510498046875 1399.2938232421875],0.31743380427360535,0,0
1145,532.0,[829.8960166935102 1450.068964561241 1530.3548608439678 2113.5492989099353],[1069.2342529296875 1873.353515625 1281.296875 1968.1475830078125],0.6998968124389648,AK64DMV,0.6176524151571202
1145,951.0,[2332.941418285696 1354.9213055105392 2924.7914669268334 1878.5592127171317],[2540.2890625 1685.44189453125 2724.6572265625 1781.120361328125],0.6661579608917236,EF10DZT,0.6447095306461119
1146,532.0,[825.1158220360576 1454.2988519481319 1528.3673425396032 2117.95809040943],[1065.27099609375 1872.68896484375 1282.3033447265625 1971.10302734375],0.6995202898979187,0,0
1146,951.0,[2333.4943223971254 1359.9295872397468 2924.554284567786 1881.7705415471266],[2537.00341796875 1690.698486328125 2721.76123046875 1785.0435791015625],0.6473065614700317,0,0
1147,532.0,[822.6745400491675 1455.8791837549281 1527.7850143048624 2119.788799819661],[1065.242919921875 1872.673095703125 1282.2186279296875 1971.052734375],0.6991324424743652,0,0
1147,951.0,[2333.6906010345483 1362.0519091658748 2923.877463913077 1882.5710344393665],[2536.992431640625 1690.779296875 2721.7978515625 1784.980712890625],0.6477079391479492,EF10DZT,0.0914213602853536
1148,532.0,[820.5064458786867 1455.419808495878 1528.166053269966 2120.4071326561743],[1064.06298828125 1876.4739990234375 1282.285888671875 1975.9368896484375],0.710864782333374,AK64DMV,0.7663526622875669
