frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
83,5.0,[2217.5957338737126 1361.4276510802213 2890.7802909277807 2033.6625674320478],[2464.998046875 1822.59814453125 2661.964599609375 1906.292724609375],0.6558355689048767,MT51VSU,0.09967192632170117
84,5.0,[2220.318254241747 1367.3175946996248 2896.4931738816867 2039.893261010131],[2466.451171875 1825.8460693359375 2660.47998046875 1914.1900634765625],0.6804588437080383,0,0
85,5.0,[2220.380388894898 1369.4846014330308 2898.9025997036933 2042.352281239754],[2466.353759765625 1825.994873046875 2660.3671875 1914.127197265625],0.6785104870796204,0,0
86,5.0,[2217.0268501054975 1369.217031053694 2901.1244611921934 2044.9663788828752],[2465.20849609375 1829.725830078125 2658.18701171875 1916.146240234375],0.6804289817810059,0,0
86,6.0,[1136.0082957583252 1144.2768061401034 1710.5720517447087 1600.328019592911],[1352.35498046875 1421.837646484375 1513.357666015625 1506.67138671875],0.2856124937534332,0,0
87,5.0,[2217.352114158472 1369.7842055325298 2901.7625940235107 2049.0818223813335],[2470.403564453125 1835.280029296875 2663.2197265625 1925.09033203125],0.6887094974517822,0,0
88,5.0,[2219.4744718024986 1371.3382670906126 2904.3917708611516 2053.566450266607],[2472.67626953125 1836.1138916015625 2664.5927734375 1930.4285888671875],0.673079252243042,0,0
89,5.0,[2220.9292635329502 1372.769832630568 2907.932517246235 2057.6472462718148],[2470.37939453125 1839.48388671875 2668.339111328125 1935.51513671875],0.6661286950111389,IT51VSU,0.11460979541457668
90,5.0,[2219.960655290276 1374.6769054795348 2908.464301929579 2061.5102052421908],[2475.793701171875 1846.9149169921875 2668.923583984375 1937.1529541015625],0.6566109657287598,LT51VSU,0.11623394096303645
91,5.0,[2219.2183304938158 1374.9055584692005 2908.9570627245007 2063.24262101583],[2475.72607421875 1846.8966064453125 2668.93896484375 1937.1536865234375],0.656930148601532,0,0
92,5.0,[2222.2367958028003 1378.564071054248 2911.2620999648666 2066.82271694666],[2474.20751953125 1848.551513671875 2672.662109375 1940.38916015625],0.6423553824424744,0,0
93,5.0,[2222.8106172828507 1381.016533344878 2914.350740572571 2070.876658416749],[2470.99853515625 1859.4144287109375 2670.30810546875 1945.3267822265625],0.6460691094398499,0,0
94,5.0,[2223.9015340542323 1383.7192312491075 2919.2322251830396 2074.967860459793],[2478.155029296875 1861.5216064453125 2674.830810546875 1950.175048828125],0.6665661334991455,0,0
95,5.0,[2224.91795495208 1385.714992705236 2920.387461592932 2079.213582595912],[2471.979248046875 1865.40234375 2675.380126953125 1958.1221923828125],0.6956311464309692,0,0
96,5.0,[2224.4911773738886 1392.5539220743542 2920.54950210096 2084.9956431371083],[2475.8896484375 1874.04052734375 2672.75341796875 1964.070556640625],0.7141389846801758,0,0
97,5.0,[2224.20954008889 1395.2971159499311 2920.8345177443525 2086.8476844394236],[2476.1484375 1873.987060546875 2672.819091796875 1963.900634765625],0.7152159810066223,0,0
98,5.0,[2223.940556553951 1398.4787913842306 2924.6194086110063 2089.2271112200465],[2479.040771484375 1876.7178955078125 2673.31640625 1965.4771728515625],0.6971448063850403,0,0
99,5.0,[2227.0725043893804 1403.6302685424648 2931.9614283096357 2093.5055352947934],[2477.931640625 1884.322998046875 2673.9501953125 1972.7838134765625],0.702846884727478,MF51VSU,0.1966939545628196
100,5.0,[2230.810985869252 1402.549481668903 2939.1524658898957 2095.3663950824844],[2484.760009765625 1889.4091796875 2677.721435546875 1978.057373046875],0.6897807121276855,ID51VSU,0.1620973287953452
101,5.0,[2233.0303453806328 1405.461107879437 2944.6571484013057 2099.296506601656],[2481.970703125 1889.40576171875 2676.87109375 1982.099609375],0.6626728177070618,0,0
101,6.0,[1110.0173826649402 1175.3789172552097 1706.7653891833725 1648.052585236645],[1325.1748046875 1456.8447265625 1485.09716796875 1544.215087890625],0.2584323287010193,0,0
102,5.0,[2234.08297368685 1408.0942851577954 2945.098861962664 2102.784485784133],[2488.63671875 1898.4228515625 2682.5419921875 1985.24560546875],0.6584614515304565,0,0
102,6.0,[1106.9653599260619 1177.4056100244902 1704.8493676478402 1652.8007798189815],[1316.0914306640625 1457.06640625 1499.6253662109375 1550.73828125],0.26827892661094666,0,0
103,5.0,[2234.5352705761343 1408.7208196385598 2945.2966988776725 2104.124362563745],[2488.62939453125 1898.4283447265625 2682.5458984375 1985.2562255859375],0.6586373448371887,0,0
103,6.0,[1105.9661777559566 1177.6032619990153 1704.5051349281118 1654.9663311520883],[1315.975830078125 1457.09716796875 1499.558349609375 1550.68408203125],0.26634377241134644,0,0
104,5.0,[2235.6047823021436 1411.4802810735807 2947.7336159280603 2108.5154230313074],[2486.19140625 1899.5130615234375 2685.12548828125 1988.183349609375],0.6524293422698975,0,0
105,5.0,[2234.407603251647 1418.5925600043865 2947.4373856254815 2114.5067647900346],[2485.19970703125 1908.580078125 2685.966796875 1991.26904296875],0.6488879323005676,0,0
106,5.0,[2237.060248468055 1420.954647046795 2950.832562523118 2117.9732408479936],[2488.77880859375 1911.6976318359375 2686.9462890625 1998.8345947265625],0.6601995825767517,0,0
106,6.0,[1106.460299097915 1180.7472086426792 1707.6801194494499 1662.7652971543193],[1325.142822265625 1476.9986572265625 1490.63134765625 1556.2825927734375],0.29569992423057556,0,0
107,5.0,[2238.902376371972 1424.7161792392549 2954.7565494064434 2122.4070671787085],[2486.161376953125 1914.277099609375 2687.13818359375 2004.61328125],0.6810053586959839,0,0
108,5.0,[2235.8777221106857 1431.987810501943 2953.492949805186 2128.207345018481],[2488.921875 1923.8895263671875 2684.78173828125 2008.6387939453125],0.6726337671279907,0,0
108,6.0,[1104.209579418939 1184.1973802567065 1705.910337865737 1668.4771050373918],[1307.837646484375 1476.368408203125 1493.773193359375 1564.927734375],0.28428786993026733,0,0
109,5.0,[2234.2706472098175 1435.0008903286653 2953.3762847464545 2129.9240943359177],[2488.918212890625 1923.90478515625 2684.7568359375 2008.69287109375],0.6728951334953308,0,0
109,6.0,[1103.5220668353818 1184.5721913080013 1706.9208402252057 1670.098272235028],[1307.8890380859375 1476.4599609375 1493.6162109375 1564.833251953125],0.28820085525512695,0,0
110,5.0,[2235.458110502732 1437.714156308939 2953.6368513128928 2132.3443114437605],[2491.62548828125 1924.510986328125 2693.6162109375 2012.551025390625],0.6823431253433228,0,0
110,6.0,[1099.7365449989093 1185.620837873736 1705.0625280102 1672.1278004641304],[1310.9884033203125 1478.5946044921875 1493.177001953125 1562.6806640625],0.28255021572113037,0,0
111,5.0,[2238.8512947197723 1440.4547894220905 2958.5402932538955 2135.79272672797],[2496.218505859375 1930.6593017578125 2696.895751953125 2021.1002197265625],0.6797198057174683,CO51WSU,0.046320957533984505
111,4.0,[932.5526257679976 1665.600451057835 1558.2794522360473 2147.9449498015556],[1271.7103271484375 1973.9915771484375 1365.931640625 2101.092041015625],0.2661195695400238,0,0
112,5.0,[2239.4580168807074 1445.4603019934416 2959.587478597264 2139.940821060876],[2493.79541015625 1935.7587890625 2697.230712890625 2025.008056640625],0.6753007173538208,0,0
112,6.0,[1091.5955147676832 1190.1497415989224 1704.9525382052734 1678.1317659260994],[1319.46484375 1493.349609375 1482.854248046875 1567.382080078125],0.3753562271595001,GY15OGJ,0.4065708256544797
113,5.0,[2236.9218753820687 1447.9233293084503 2956.2857937578274 2142.1421553725886],[2490.55859375 1937.6773681640625 2693.41455078125 2031.3826904296875],0.6691993474960327,0,0
113,6.0,[1090.894988789975 1193.4880045227217 1706.330132948912 1680.1120141622598],[1297.71142578125 1491.0501708984375 1460.86328125 1568.454345703125],0.34612545371055603,0,0
114,5.0,[2237.2628032405473 1450.7496904507689 2953.818268725784 2144.203910063954],[2494.27294921875 1946.4451904296875 2696.06396484375 2035.9742431640625],0.653959333896637,0,0
114,6.0,[1088.6558002710703 1195.5839309707753 1707.1682980910232 1681.7282643879685],[1306.27392578125 1495.4359130859375 1476.09033203125 1572.2735595703125],0.4158784747123718,0,0
115,5.0,[2238.3907306795895 1451.5254441844759 2952.9635575208645 2144.584893409157],[2494.601806640625 1946.5283203125 2696.29833984375 2035.88525390625],0.6544113159179688,LO51VSU,0.17803735393466766
115,6.0,[1087.3695393854832 1196.4636826162996 1708.6091567905355 1682.3449366733485],[1306.025634765625 1495.24951171875 1476.7481689453125 1572.198486328125],0.42510753870010376,0,0
116,5.0,[2238.749787044065 1452.5593530508384 2951.972190217352 2144.9053236453856],[2492.81640625 1949.110107421875 2699.17919921875 2040.144287109375],0.6582540273666382,0,0
116,6.0,[1089.659438974253 1200.101258100616 1711.9017770797075 1685.5274810371714],[1303.178466796875 1500.314208984375 1479.4632568359375 1569.41455078125],0.3072402775287628,0,0
116,4.0,[921.6791212344598 1687.31683742486 1556.666099141204 2156.8445086029324],[1270.3203125 2005.922119140625 1367.139892578125 2122.07421875],0.251970112323761,0,0
117,5.0,[2243.5751890613487 1453.8959379781907 2955.0744712931796 2145.051853736697],[2494.187255859375 1957.16455078125 2702.54638671875 2045.655029296875],0.6860275268554688,0,0
117,6.0,[1089.406615128819 1203.2109199116207 1712.9795868280269 1687.3190854178647],[1298.178955078125 1496.697998046875 1458.5137939453125 1573.4541015625],0.41491249203681946,0,0
118,5.0,[2245.775110557873 1457.5695812879133 2956.4343285489517 2146.0303308544435],[2497.21484375 1959.8580322265625 2710.703125 2049.919189453125],0.7058107256889343,0,0
118,6.0,[1088.7729308574314 1205.7679491957815 1713.1158064781496 1690.4723330074166],[1296.511474609375 1499.309814453125 1469.443115234375 1579.31494140625],0.3953949809074402,GY15OCJ,0.2541444865641913
119,5.0,[2246.5617937594 1459.7550643076547 2955.067368461225 2145.1493125463776],[2496.37841796875 1964.1522216796875 2709.242919921875 2059.6826171875],0.7238990664482117,0,0
119,6.0,[1086.9209659160674 1209.0895354250413 1710.551492655164 1693.778608891753],[1300.935302734375 1497.868408203125 1471.307861328125 1582.86376953125],0.43140709400177,0,0
120,5.0,[2251.6081551129923 1464.5285515452429 2958.2399227189794 2145.70381253774],[2505.5712890625 1968.61962890625 2710.1484375 2062.45947265625],0.7128412127494812,0,0
120,6.0,[1085.3325798980252 1212.4861257415125 1710.8278647183004 1698.1930811143845],[1298.1888427734375 1498.803955078125 1445.1866455078125 1578.983642578125],0.43464478850364685,0,0
121,5.0,[2253.753621778592 1466.934273479894 2958.9134696682377 2145.0489673189086],[2505.59912109375 1968.6258544921875 2710.146484375 2062.49755859375],0.7127233147621155,0,0
121,6.0,[1084.5611916492107 1213.5638773937271 1711.4235173913921 1700.0091761607696],[1298.28173828125 1498.8270263671875 1445.572509765625 1579.0030517578125],0.43552470207214355,0,0
122,5.0,[2252.5336843078694 1470.0352811663552 2957.9409253344093 2145.174538992184],[2501.80419921875 1972.0850830078125 2711.2314453125 2066.2060546875],0.7178524732589722,0,0
122,6.0,[1081.4919949979221 1214.2112993529097 1707.4964337494503 1701.0095815970465],[1307.4013671875 1507.7735595703125 1482.6455078125 1593.8741455078125],0.2644263505935669,0,0
123,5.0,[2246.269560709144 1474.808579523765 2954.626966341109 2145.812755706853],[2506.335205078125 1979.5594482421875 2713.342529296875 2077.912109375],0.7124016284942627,0,0
123,6.0,[1082.0140434453401 1216.5221529792168 1706.3803548498859 1702.6154678486098],[1311.367431640625 1511.578125 1484.1878662109375 1600.36083984375],0.4280667006969452,GX15OGJ,0.18777832525028637
124,5.0,[2235.9189237415126 1478.129693358422 2950.650560315628 2145.1748161616442],[2504.324951171875 1982.8765869140625 2718.6806640625 2081.96826171875],0.7122796773910522,0,0
124,6.0,[1076.1013272759444 1219.1734919850542 1699.9097854477657 1706.0492466437881],[1299.8502197265625 1512.2449951171875 1479.084716796875 1598.6824951171875],0.3385057747364044,0,0
125,5.0,[2235.031690609033 1484.070620378291 2952.0937266965375 2146.2441888673493],[2504.46728515625 1988.2313232421875 2719.841796875 2086.402587890625],0.6988170146942139,0,0
126,5.0,[2243.7332674622567 1489.1904760645068 2959.556462415412 2145.2020857218286],[2511.94921875 1989.1988525390625 2723.593505859375 2089.6455078125],0.6957449316978455,0,0
126,6.0,[1077.762491951231 1227.5114461452167 1695.933938503616 1712.40739056246],[1296.505859375 1510.291259765625 1465.035400390625 1599.2010498046875],0.34442687034606934,GX15OGJ,0.21968072016337906
127,5.0,[2247.730732378212 1491.912835927977 2962.435320516204 2143.496598018161],[2511.8984375 1989.30322265625 2723.580078125 2089.69189453125],0.6951444745063782,0,0
127,6.0,[1078.6816365899917 1229.4091319141085 1694.8052468687397 1713.5868404714947],[1296.4571533203125 1510.1392822265625 1465.2891845703125 1599.3768310546875],0.34202176332473755,GX15OGJ,0.21968072016337906
128,5.0,[2252.9270548908207 1495.0807922137692 2965.5796829840438 2143.4056870092304],[2503.27783203125 1995.6727294921875 2727.85595703125 2094.435546875],0.702691912651062,0,0
128,6.0,[1078.4376288248332 1231.541089733006 1695.923157632381 1715.753908105394],[1307.486328125 1527.5086669921875 1476.8310546875 1607.1412353515625],0.285055547952652,GX15OGJ,0.22770887247353214
129,5.0,[2256.352473490178 1497.4754691330515 2971.572324714531 2142.7884364664583],[2514.57421875 2003.262451171875 2726.1005859375 2097.790283203125],0.7072643041610718,0,0
129,6.0,[1076.741428512349 1234.0223143908552 1695.0732187267304 1717.9417558564091],[1300.811767578125 1522.9010009765625 1486.382568359375 1609.7838134765625],0.29103055596351624,0,0
130,5.0,[2256.1236431995776 1499.6119405220327 2970.5587842888754 2145.8178070624235],[2509.661376953125 2006.9783935546875 2726.086181640625 2105.36474609375],0.7259230613708496,0,0
131,5.0,[2253.875605279759 1501.279690662311 2970.2851571653173 2146.8389789111097],[2515.8759765625 2015.3507080078125 2722.28564453125 2110.56787109375],0.7127471566200256,MV51WSU,0.032389405135337175
131,6.0,[1073.986437003568 1237.0071407020725 1692.039000348891 1721.2110118335297],[1299.641357421875 1537.95263671875 1472.012939453125 1617.3094482421875],0.39819982647895813,GX15OCJ,0.37754505917572
132,5.0,[2253.8669309077472 1502.3593416929712 2969.4350371018113 2146.869636938835],[2516.73046875 2018.065673828125 2722.467041015625 2113.657958984375],0.7064691781997681,0,0
133,5.0,[2254.0690574222226 1503.018282028848 2968.9705417978657 2146.7048233864357],[2516.74365234375 2018.0771484375 2722.443603515625 2113.629638671875],0.7065113186836243,0,0
134,5.0,[2259.1194356819756 1505.870678153516 2973.09848248765 2147.0094026907423],[2515.4873046875 2026.7900390625 2725.62255859375 2124.932373046875],0.7054385542869568,MV51VSU,0.279488067561556
134,6.0,[1071.3978146000682 1239.9229251929514 1691.6607349198293 1727.068465220224],[1288.5692138671875 1541.69677734375 1464.5716552734375 1622.760498046875],0.29505977034568787,0,0
135,5.0,[2262.21674056291 1511.616536059841 2976.845910208119 2148.069957948897],[2516.6962890625 2031.281494140625 2728.15478515625 2126.823974609375],0.6984013915061951,0,0
136,5.0,[2255.4071314958437 1514.6341991642732 2976.333492113481 2148.0057203952147],[2517.974853515625 2038.1568603515625 2731.228271484375 2132.21533203125],0.6788303256034851,0,0
136,6.0,[1070.4750006886206 1245.4830217754798 1695.7052466460082 1735.8500351630169],[1279.2205810546875 1545.610107421875 1475.558349609375 1632.481201171875],0.3215891718864441,GX15OGJ,0.624420425666074
137,5.0,[2260.8304974137727 1517.4239704305637 2980.277086854978 2147.5879733247175],[2520.78515625 2041.71533203125 2733.444580078125 2135.1708984375],0.6848363280296326,0,0
137,6.0,[1070.824198782078 1249.7229964013145 1698.4004424146915 1742.9344595265543],[1271.77392578125 1544.7044677734375 1474.23828125 1635.3365478515625],0.2525290250778198,0,0
138,5.0,[2264.1967511088164 1522.3899458459766 2981.7426100856487 2148.1027265134135],[2520.48095703125 2046.6514892578125 2738.09375 2141.43359375],0.6833920478820801,0,0
138,6.0,[1070.2727015468063 1251.7202122314172 1697.4814350820648 1746.8368488831472],[1282.1416015625 1547.86962890625 1458.6776123046875 1634.72900390625],0.43340176343917847,0,0
139,5.0,[2265.899556186622 1525.0622695325935 2982.1824245053645 2147.611005510287],[2520.4482421875 2046.6240234375 2738.021484375 2141.391357421875],0.6836204528808594,0,0
139,6.0,[1069.9592318860769 1252.1012532596374 1696.9654003197406 1748.6893055311398],[1282.13232421875 1547.899169921875 1458.31494140625 1634.711181640625],0.4273507595062256,0,0
140,5.0,[2267.6766114167 1530.9616811202227 2983.373103338727 2149.032348604298],[2528.5830078125 2056.5947265625 2734.1572265625 2145.22314453125],0.6953487396240234,IT51VSU,0.055888492098872526
140,6.0,[1063.81273686899 1255.5071272937305 1690.3122881134166 1752.088343992092],[1277.8487548828125 1553.7213134765625 1471.4652099609375 1644.4383544921875],0.32688501477241516,0,0
